1,-734.0,-734.0
2,-738.0,-738.0
3,-744.0,-744.0
4,-810.0,-810.0
5,-793.0,-793.0
6,-670.0,-732.1666666666667
7,-248.0,-624.2333333333327
8,-710.0,-909.4033333333329
9,-570,-717.7133333333338
10,-257.0,-613.3266666666658
11,-310,-673.7466666666663
12,-700.0,-756.4166666666669
13,-240.0,-634.503333333334
14,-303.0,-670.4
15,-520,-716.3866666666669
16,-337.0,-713.9066666666662
17,-233.0,-652.433333333334
18,-251.0,-614.3500000000005
19,-262.0,-536.393333333333
20,-249.0,-704.6266666666671
21,-238.0,-690.72
22,-230,-584.9599999999996
23,-210.0,-448.17333333333306
24,-170.0,-563.0533333333331
25,-540,-746.6666666666664
26,-281.0,-641.2666666666676
27,-160.0,-560.0066666666663
28,-760.0,-799.3333333333333
29,-766.0,-963.9
30,-530,-738.5566666666663
31,-301.0,-652.1299999999991
32,-258.0,-628.0300000000001
33,-387.0,-751.4166666666665
34,-287.0,-620.9699999999992
35,-240.0,-574.0333333333326
36,-335.0,-740.4466666666663
37,-343.0,-773.3666666666669
38,-80,-781.4333333333334
39,-20,-434.95
40,203.0,-571.5366666666661
41,180,-580.2700000000003
42,190.0,-522.8099999999997
43,-237.0,-602.2866666666672
44,200.0,-452.21
45,-210.0,-584.7400000000007
46,-530,-745.2866666666673
47,210.0,-697.7000000000002
48,245.0,-595.393333333333
49,-365.0,-707.1833333333328
50,256.0,-432.4033333333333
51,124.0,-551.3633333333335
52,127.0,-608.8366666666666
53,150,-623.9733333333331
54,242.0,-467.5833333333336
55,-297.0,-727.0533333333333
56,280.0,-600.1733333333327
57,248.0,-380.8533333333333
58,290.0,-405.9566666666665
59,-266.0,-493.546666666667
60,160.0,-750.31
61,206.0,-617.8866666666668
62,-670.0,-795.5733333333334
63,-357.0,-559.8399999999997
64,300.0,-423.3233333333329
65,-150.0,-514.2733333333333
66,-240.0,-602.6100000000001
67,216.0,-401.16333333333284
68,231.0,-357.02666666666664
69,261.0,-374.3599999999999
70,-160.0,-745.123333333333
71,440,-296.53
72,740,-357.0200000000001
73,280,-488.60666666666623
74,148.0,-656.0999999999992
75,270.0,-433.82000000000005
76,288.0,-401.1933333333332
77,246.0,-337.7466666666668
78,260.0,-315.61
79,320.0,-279.27333333333337
80,177.0,-751.8933333333333
81,204.0,-488.5900000000001
82,173.0,-750.73
83,-210.0,-649.3566666666668
84,410,-386.85333333333324
85,-200.0,-471.8466666666667
86,161.0,-538.796666666667
87,-180.0,-530.98
88,-120,-633.1300000000001
89,146.0,-392.7
90,-320.0,-899.0999999999997
91,-100,-660.3166666666662
92,-308.0,-713.3400000000003
93,-220.0,-429.0733333333334
94,208.0,-676.5066666666671
95,186.0,-557.9199999999997
96,230.0,-513.3533333333332
97,190,-479.6300000000003
98,-227.0,-496.07
99,165.0,-577.4166666666666
100,161.0,-692.8866666666669
101,244.0,-476.6066666666668
102,226.0,-398.1066666666664
103,204.0,-503.49333333333277
104,-240.0,-657.7966666666666
105,253.0,-506.9333333333333
106,122.0,-444.43
107,-210.0,-700.4733333333336
108,-30,-682.3666666666667
109,-120,-735.3
110,-200.0,-537.6833333333334
111,255.0,-504.43333333333345
112,140.0,-604.2599999999999
113,146.0,-406.05666666666684
114,-720.0,-795.0933333333332
115,-214.0,-302.6066666666666
116,196.0,-411.80999999999983
117,186.0,-245.03999999999996
118,280.0,-409.4833333333333
119,262.0,-386.6866666666667
120,-190.0,-466.97999999999985
121,201.0,-397.58333333333337
122,-160,-765.6266666666663
123,-290,-596.2833333333332
124,-40,-530.1633333333332
125,187.0,-448.0366666666668
126,280.0,-476.7900000000002
127,199.0,-549.2333333333337
128,250,-631.85
129,-40,-561.3133333333333
130,190,-405.7199999999999
131,231.0,-380.90666666666664
132,450,-393.3266666666667
133,250,-302.66666666666663
134,234.0,-526.4466666666666
135,202.0,-404.9266666666666
136,300.0,-397.4433333333334
137,-230.0,-699.6299999999997
138,185.0,-530.7900000000005
139,272.0,-421.5133333333335
140,224.0,-521.6666666666671
141,-220.0,-545.1766666666664
142,110,-490.56333333333316
143,-50,-508.05666666666644
144,-230.0,-602.1133333333332
145,169.0,-589.1866666666668
146,300.0,-446.6266666666665
147,125.0,-545.4400000000004
148,255.0,-462.53000000000014
149,-120,-584.833333333334
150,450,-505.813333333333
151,-210.0,-616.1333333333334
152,200,-596.4499999999998
153,300.0,-427.9566666666665
154,-266.0,-770.3433333333331
155,256.0,-446.13000000000005
156,-40,-589.4166666666674
157,-305.0,-788.9033333333339
158,-50,-682.05
159,-369.0,-731.9266666666668
160,-241.0,-553.05
161,-50,-533.8899999999996
162,-130,-608.1866666666662
163,263.0,-431.0333333333333
164,-300.0,-711.6666666666664
165,-130,-576.893333333334
166,-120,-780.8333333333336
167,-499.0,-762.8766666666664
168,244.0,-434.5033333333333
169,-170.0,-771.9633333333336
170,156.0,-564.59
171,-220.0,-654.4999999999995
172,280.0,-244.42
173,278.0,-446.9966666666667
174,-230.0,-781.2400000000002
175,-20,-506.6633333333338
176,-80,-748.5533333333332
177,300.0,-484.0900000000002
178,256.0,-355.07333333333344
179,450,-296.80333333333346
180,244.0,-461.11999999999983
181,-220.0,-750.3400000000003
182,168.0,-398.31333333333316
183,189.0,-566.7666666666663
184,195.0,-612.7999999999994
185,174.0,-478.24666666666684
186,-240.0,-773.0966666666667
187,-277.0,-654.3899999999992
188,209.0,-669.5866666666673
189,179.0,-640.1733333333331
190,-200.0,-532.2833333333333
191,159.0,-535.1366666666668
192,-230.0,-506.4200000000003
193,-352.0,-728.4333333333332
194,-90,-656.5500000000008
195,249.0,-387.75666666666666
196,214.0,-379.3933333333335
197,320.0,-519.3566666666669
198,204.0,-548.0200000000003
199,-240.0,-644.3666666666662
200,219.0,-518.5366666666665
201,280.0,-538.606666666667
202,-150.0,-582.8566666666659
203,-50,-620.9633333333335
204,-367.0,-712.4633333333333
205,120,-497.3766666666662
206,204.0,-644.2633333333341
207,-321.0,-677.326666666667
208,-270.0,-538.5066666666669
209,-590,-775.59
210,206.0,-448.3199999999997
211,146.0,-522.1533333333334
212,211.0,-377.2333333333331
213,219.0,-586.6966666666664
