1,-432.26
2,-853.7
3,-916.78
4,-678.9
5,-577.79
6,-718.97
7,-763.92
8,-806.2
9,-623.37
10,-764.39
11,-851.4
12,-557.66
13,-636.4
14,-984.65
15,-643.7
16,-832.1
17,-955.44
18,-806.92
19,-1073.3
20,-653.74
21,-893.46
22,-652.0
23,-560.96
24,-650.33
25,-1075.15
26,-554.52
27,-612.61
28,-1068.89
29,-887.54
30,-696.63
31,-753.69
32,-559.05
33,-543.6
34,-955.3
35,-668.25
36,-854.3
37,-715.0
38,-789.88
39,-806.68
40,-866.55
41,-655.95
42,-729.33
43,-590.08
44,-302.83
45,-473.58
46,-1076.4
47,-547.38
48,-557.42
49,-1016.58
50,-758.88
51,-487.72
52,-972.99
53,-920.4
54,-340.59
55,-577.95
56,-851.03
57,-659.74
58,-618.68
59,-788.47
60,-811.35
61,-724.98
62,-802.76
63,-1141.14
64,-1000.46
65,-1196.32
66,-692.54
67,-577.9
68,-619.98
69,-440.87
70,-683.23
71,-578.15
72,-828.94
73,-886.52
74,-897.02
75,-686.8
76,-601.37
77,-866.76
78,-510.54
79,-710.89
80,-618.15
81,-916.91
82,-856.24
83,-746.06
84,-666.64
85,-669.35
86,-798.12
87,-591.81
88,-804.06
89,-794.38
90,-1016.21
91,-936.56
92,-644.62
93,-776.97
94,-1020.42
95,-647.9
96,-1000.78
97,-882.42
98,-760.55
99,-1032.85
100,-524.23
101,-835.59
102,-587.12
103,-598.75
104,-758.69
105,-446.21
106,-548.92
107,-716.33
108,-776.87
109,-729.09
110,-927.09
111,-595.43
112,-986.84
113,-847.59
114,-821.32
115,-637.75
116,-718.69
117,-768.65
118,-776.11
119,-486.24
120,-907.58
121,-896.7
122,-970.07
123,-722.27
124,-826.36
125,-714.53
126,-871.32
127,-453.12
128,-850.0
129,-792.63
130,-811.1
131,-804.54
132,-562.63
133,-781.14
134,-759.04
135,-872.67
136,-798.78
137,-501.5
138,-729.38
139,-581.71
140,-677.92
141,-688.19
142,-420.96
143,-715.25
144,-573.71
145,-746.83
146,-628.9
147,-728.5
148,-587.24
149,-649.93
150,-546.11
151,-775.42
152,-664.68
153,-491.14
154,-665.47
155,-639.63
156,-696.18
157,-624.09
158,-989.17
159,-790.85
160,-783.53
161,-878.54
162,-940.81
163,-548.96
164,-735.4
165,-1119.86
166,-1069.11
167,-1007.09
168,-847.09
169,-732.55
170,-771.47
171,-921.76
172,-839.68
173,-655.19
174,-990.91
175,-1219.0
176,-1112.45
177,-760.27
178,-580.07
179,-550.01
180,-949.76
181,-747.7
182,-582.02
183,-648.72
184,-433.78
185,-834.51
186,-965.02
187,-709.64
188,-818.51
189,-889.52
190,-576.45
191,-792.65
192,-646.62
193,-577.35
194,-832.57
195,-538.06
196,-651.07
197,-789.74
198,-611.66
199,-555.03
200,-853.91
201,-685.1
202,-940.99
203,-917.23
204,-1028.51
205,-665.69
206,-363.52
207,-919.61
208,-1106.27
209,-1003.67
210,-670.89
211,-754.55
212,-450.46
213,-717.1
214,-911.01
215,-844.52
216,-891.22
217,-875.26
218,-821.57
219,-1172.38
220,-592.0
221,-734.61
222,-851.66
223,-1029.7
224,-672.0
225,-1175.84
226,-605.99
227,-758.68
228,-615.06
229,-328.35
230,-877.22
231,-615.94
232,-783.19
233,-932.25
234,-645.56
235,-713.52
236,-624.1
237,-941.94
238,-936.5
239,-530.42
240,-813.96
241,-728.62
242,-544.51
243,-723.62
244,-777.45
245,-677.84
246,-677.41
247,-866.92
248,-924.91
249,-1001.8
250,-708.6
251,-902.47
252,-664.61
253,-633.27
254,-459.82
255,-624.01
256,-638.27
257,-829.07
258,-728.7
259,-610.58
260,-1146.03
261,-895.96
262,-1132.91
263,-640.81
264,-595.77
265,-659.49
266,-983.54
267,-491.75
268,-753.68
269,-903.07
270,-619.69
271,-1109.66
272,-626.11
273,-903.44
274,-612.41
275,-506.68
276,-908.15
277,-463.55
278,-702.27
279,-851.6
280,-528.57
281,-766.15
282,-994.08
283,-736.42
284,-717.67
285,-787.77
286,-645.62
287,-845.52
288,-692.12
289,-702.0
290,-734.02
291,-805.47
292,-678.79
293,-770.31
294,-727.64
295,-800.73
296,-997.04
297,-595.65
298,-513.36
299,-616.87
300,-707.15
301,-630.75
302,-536.51
303,-606.72
304,-480.92
305,-770.94
306,-712.47
307,-602.91
308,-603.77
309,-238.16
310,-624.29
311,-731.09
312,-1016.84
313,-935.9
314,-718.73
315,-897.83
316,-623.82
317,-577.25
318,-599.3
319,-675.8
320,-686.12
321,-750.32
322,-825.91
323,-893.1
324,-791.41
325,-632.68
326,-519.62
327,-487.23
328,-851.4
329,-962.2
330,-353.46
331,-567.79
332,-849.54
333,-646.56
334,-1128.36
335,-936.42
336,-715.71
337,-813.09
338,-836.73
339,-874.87
340,-860.76
341,-588.67
342,-683.92
343,-708.34
344,-769.31
345,-451.03
346,-569.68
347,-1164.97
348,-995.92
349,-787.5
350,-928.43
351,-1093.62
352,-862.98
353,-723.01
354,-669.18
355,-796.41
356,-696.9
357,-622.52
358,-755.66
359,-668.48
360,-445.4
361,-696.98
362,-980.46
363,-549.6
364,-586.91
365,-804.03
366,-548.42
367,-585.45
368,-698.22
369,-687.44
370,-696.18
371,-661.68
372,-732.95
373,-564.85
374,-798.58
375,-809.74
376,-663.53
377,-676.45
378,-728.57
379,-499.62
380,-673.96
381,-772.68
382,-1002.62
383,-566.9
384,-913.04
385,-944.14
386,-597.16
387,-740.0
388,-602.37
389,-587.04
390,-587.28
391,-1071.8
392,-541.2
393,-740.72
394,-617.49
395,-829.33
396,-788.32
397,-603.78
398,-522.13
399,-640.0
400,-732.75
401,-718.2
402,-1153.98
403,-528.67
404,-1216.16
405,-659.65
406,-587.24
407,-758.2
408,-790.88
409,-574.4
410,-1130.12
411,-839.95
412,-697.12
413,-625.26
414,-629.99
415,-601.58
416,-726.03
417,-570.95
418,-1026.39
419,-649.43
420,-810.67
421,-548.96
422,-866.99
423,-451.92
424,-997.9
425,-838.61
426,-839.41
427,-506.17
428,-710.81
429,-642.68
430,-762.98
431,-562.53
432,-914.45
433,-870.95
434,-805.6
435,-482.99
436,-901.76
437,-833.75
438,-740.7
439,-967.01
440,-693.77
441,-774.35
442,-687.19
443,-685.09
444,-739.26
445,-780.64
446,-891.81
447,-635.37
448,-700.57
449,-685.34
450,-746.63
