1,0.18,0.0217,0.0
2,0.31,0.05550000000000001,0.0
3,0.27,0.0779,0.0
4,0.35,0.0913,0.0
5,0.26,0.10270000000000001,0.0
6,0.3,0.12510000000000004,0.0
7,0.31,0.1392,0.0
8,0.36,0.1488,0.0
9,0.33,0.1581,0.0
10,0.34,0.18869999999999998,0.0
11,0.31,0.19839999999999997,0.0
12,0.34,0.22400000000000006,0.0
13,0.37,0.22990000000000002,0.0
14,0.43,0.22860000000000003,0.0
15,0.41,0.23870000000000005,0.0
16,0.38,0.2535,0.0
17,0.38,0.2501,0.0
18,0.38,0.2669,0.0
19,0.4,0.27930000000000005,0.0
20,0.41,0.2775000000000001,0.0
21,0.45,0.2927,0.0
22,0.4,0.2881,0.0
23,0.45,0.30560000000000004,0.0
24,0.46,0.3065,0.0
25,0.47,0.31989999999999996,0.0
26,0.43,0.29960000000000003,0.0
27,0.45,0.3128,0.0
28,0.43,0.3047,0.0
29,0.43,0.32220000000000004,0.0
30,0.47,0.324,0.0
31,0.42,0.3054,0.0
32,0.49,0.3173,0.0
33,0.49,0.3098,0.0
34,0.46,0.3153,0.0
35,0.45,0.3389,0.0
36,0.45,0.32130000000000003,0.0
37,0.47,0.32189999999999996,0.0
38,0.45,0.32,0.0
39,0.45,0.33109999999999995,0.0
40,0.46,0.3238,0.0
41,0.46,0.31999999999999995,0.0
42,0.46,0.33740000000000003,0.0
43,0.49,0.3354999999999999,0.0
44,0.5,0.3299,0.0
45,0.47,0.3313999999999999,0.0
46,0.46,0.32519999999999993,0.0
47,0.44,0.33130000000000004,0.0
48,0.49,0.33419999999999994,0.0
49,0.43,0.3333,0.0
50,0.48,0.3344,0.0
51,0.48,0.3496999999999999,0.0
52,0.46,0.33490000000000003,0.0
53,0.48,0.33679999999999993,0.0
54,0.48,0.3444,0.0
55,0.5,0.338,0.0
56,0.46,0.35229999999999995,0.0
57,0.46,0.34279999999999994,0.0
58,0.49,0.34879999999999994,0.0
59,0.47,0.3447999999999999,0.0
60,0.43,0.32120000000000004,0.0
61,0.45,0.34119999999999995,0.0
62,0.46,0.34260000000000007,0.0
63,0.49,0.35090000000000005,0.0
64,0.45,0.3331,0.0
65,0.46,0.3461999999999999,0.0
66,0.45,0.3387000000000001,0.0
67,0.46,0.34519999999999995,0.0
68,0.49,0.35009999999999997,0.0
69,0.49,0.36210000000000003,0.0
70,0.47,0.3434,0.0
71,0.47,0.3483,0.0
72,0.46,0.36029999999999995,0.0
73,0.5,0.35940000000000005,0.0
74,0.48,0.35479999999999995,0.0
75,0.46,0.35999999999999993,0.0
76,0.49,0.3641,0.0
77,0.45,0.36530000000000007,0.0
78,0.52,0.37239999999999995,0.0
79,0.47,0.3576,0.0
80,0.47,0.35919999999999996,0.0
81,0.46,0.355,0.0
82,0.45,0.3518,0.0
83,0.52,0.35619999999999996,0.0
84,0.49,0.3595999999999999,0.0
85,0.46,0.3354,0.0
86,0.47,0.34889999999999993,0.0
87,0.48,0.3620999999999999,0.0
88,0.49,0.3670000000000001,0.0
89,0.5,0.345,0.0
90,0.49,0.3546,0.0
91,0.51,0.3619,0.0
92,0.49,0.3651,0.0
93,0.47,0.3577,0.0
94,0.52,0.35359999999999997,0.0
95,0.48,0.3614,0.0
96,0.52,0.3344,0.0
97,0.5,0.36680000000000007,0.0
98,0.51,0.3680999999999999,0.0
99,0.5,0.35760000000000003,0.0
100,0.49,0.3457,0.0
101,0.53,0.3602,0.0
102,0.51,0.35159999999999997,0.0
103,0.48,0.3588,0.0
104,0.51,0.3593,0.0
105,0.49,0.3579,0.0
106,0.51,0.3586,0.0
107,0.49,0.32089999999999996,0.0
108,0.47,0.36060000000000003,0.0
109,0.56,0.36060000000000003,0.0
110,0.5,0.3619,0.0
111,0.47,0.3589,0.0
112,0.49,0.3618,0.0
113,0.51,0.36080000000000007,0.0
114,0.49,0.3557,0.0
115,0.49,0.3434999999999999,0.0
116,0.46,0.35259999999999997,0.0
117,0.5,0.36339999999999995,0.0
118,0.5,0.34740000000000004,0.0
119,0.49,0.3517,0.0
120,0.49,0.35169999999999996,0.0
121,0.46,0.36749999999999994,0.0
122,0.49,0.3522,0.0
123,0.48,0.3566,0.0
124,0.51,0.36289999999999994,0.0
125,0.52,0.3636,0.0
126,0.49,0.3643,0.0
127,0.47,0.3453,0.0
128,0.49,0.36529999999999996,0.0
129,0.47,0.3653,0.0
130,0.56,0.3704,0.0
131,0.48,0.35389999999999994,0.0
132,0.53,0.3775,0.0
133,0.49,0.3647000000000001,0.0
134,0.46,0.35830000000000006,0.0
135,0.5,0.36580000000000007,0.0
136,0.53,0.3631999999999999,0.0
137,0.47,0.3652000000000001,0.0
138,0.49,0.3493,0.0
139,0.49,0.3529,0.0
140,0.5,0.35660000000000003,0.0
141,0.48,0.34930000000000005,0.0
142,0.46,0.3482,0.0
143,0.45,0.3520999999999999,0.0
144,0.47,0.3549,0.0
145,0.48,0.36060000000000003,0.0
146,0.49,0.35,0.0
147,0.51,0.3576999999999999,0.0
148,0.53,0.3451000000000001,0.0
149,0.47,0.36940000000000006,0.0
150,0.49,0.36389999999999995,0.0
151,0.5,0.38559999999999994,0.0
152,0.5,0.3549,0.0
153,0.48,0.3386,0.0
154,0.5,0.36029999999999995,0.0
155,0.5,0.36829999999999996,0.0
156,0.52,0.36979999999999996,0.0
157,0.51,0.36959999999999993,0.0
158,0.5,0.35869999999999996,0.0
159,0.5,0.36150000000000004,0.0
160,0.47,0.3607,0.0
161,0.5,0.37109999999999993,0.0
162,0.53,0.38040000000000007,0.0
163,0.49,0.3586,0.0
164,0.55,0.3712,0.0
165,0.48,0.3689,0.0
166,0.53,0.3753,0.0
167,0.52,0.37870000000000004,0.0
168,0.49,0.3714,0.0
169,0.51,0.3595999999999999,0.0
170,0.48,0.35069999999999996,0.0
171,0.49,0.3779,0.0
172,0.54,0.3777,0.0
173,0.48,0.3657,0.0
174,0.55,0.38330000000000003,0.0
175,0.55,0.37079999999999996,0.0
176,0.51,0.3825999999999999,0.0
177,0.49,0.34879999999999994,0.0
178,0.51,0.3729,0.0
179,0.47,0.3757000000000001,0.0
180,0.51,0.371,0.0
181,0.54,0.36840000000000006,0.0
182,0.5,0.36099999999999993,0.0
183,0.52,0.3791999999999999,0.0
184,0.49,0.3716999999999999,0.0
185,0.5,0.3688,0.0
186,0.51,0.37849999999999995,0.0
187,0.45,0.34639999999999993,0.0
188,0.51,0.3637999999999999,0.0
189,0.52,0.3765,0.0
190,0.51,0.3475999999999999,0.0
191,0.51,0.36790000000000006,0.0
192,0.51,0.3718000000000001,0.0
193,0.49,0.38109999999999994,0.0
194,0.49,0.37389999999999995,0.0
195,0.5,0.37129999999999996,0.0
196,0.52,0.37629999999999997,0.0
197,0.49,0.36749999999999994,0.0
198,0.49,0.3677,0.0
199,0.47,0.3549,0.0
200,0.49,0.37089999999999995,0.0
201,0.53,0.37300000000000005,0.0
202,0.5,0.37270000000000003,0.0
203,0.5,0.37920000000000004,0.0
204,0.52,0.3583,0.0
205,0.51,0.36829999999999996,0.0
206,0.49,0.3795,0.0
207,0.48,0.37139999999999995,0.0
208,0.49,0.37489999999999996,0.0
209,0.53,0.36500000000000005,0.0
210,0.51,0.37089999999999995,0.0
211,0.49,0.3639,0.0
212,0.54,0.35650000000000004,0.0
213,0.62,0.37129999999999996,0.0
214,0.5,0.37560000000000004,0.0
215,0.51,0.3703,0.0
216,0.51,0.37309999999999993,0.0
217,0.49,0.3715,0.0
218,0.49,0.35879999999999995,0.0
