1,-719.0,-734.12
2,-1000,-1100.0
3,-740.0,-743.9666666666666
4,-709.0,-711.1266666666667
5,-755.0,-755.95
6,-670.0,-876.4300000000002
7,-660.0,-937.7033333333334
8,-670.0,-740.1566666666664
9,-255.0,-671.4933333333331
10,-680.0,-925.8666666666672
11,-570,-861.0666666666673
12,-265.0,-646.2133333333333
13,-590,-854.4333333333337
14,-720.0,-769.6633333333332
15,-250.0,-723.5100000000003
16,-310,-535.6099999999997
17,201.0,-505.18666666666667
18,-292.0,-737.1800000000002
19,-210.0,-688.7833333333334
20,-284.0,-536.9466666666668
21,-60,-672.8566666666666
22,-298.0,-800.4866666666669
23,146.0,-449.5133333333335
24,275.0,-444.10666666666674
25,-270.0,-690.0966666666665
26,-357.0,-564.5533333333334
27,190.0,-636.98
28,210.0,-467.8100000000002
29,-250.0,-669.42
30,232.0,-381.67000000000013
31,228.0,-398.07000000000016
32,255.0,-250.4233333333333
33,197.0,-556.3633333333335
34,243.0,-540.5666666666668
35,-150,-673.1133333333331
36,210,-635.3866666666665
37,450,-298.26666666666654
38,299.0,-433.2133333333332
39,-70,-587.1666666666662
40,259.0,-441.69333333333327
41,230.0,-684.9333333333336
42,460,-443.24
