1,603.0,-41.92666666666668
2,773.0,-157.47999999999996
3,633.0,-87.67000000000002
4,778.0,-58.33333333333332
5,612.0,-180.94666666666674
6,640.0,-86.43000000000004
7,791.0,-71.50666666666665
8,632.0,-96.28666666666666
9,754.0,-158.9566666666667
10,783.0,-254.02333333333337
11,595.0,-112.18999999999997
12,773.0,-122.74333333333333
13,760.0,8.336666666666668
14,535.0,-111.34333333333332
15,622.0,-141.07
16,557.0,-152.56000000000003
17,554.0,-87.25333333333332
18,761.0,-175.35999999999996
19,798.0,-82.58666666666666
20,789.0,-164.02666666666673
21,575.0,18.88666666666667
22,635.0,-145.7866666666666
23,603.0,-219.17333333333335
24,566.0,-21.91
25,750,-188.37333333333333
26,779.0,-71.97333333333331
27,799.0,-177.40000000000006
28,584.0,-247.97333333333336
29,767.0,-145.28000000000006
30,610.0,-126.85
31,770.0,-89.53333333333336
32,623.0,-214.40666666666658
33,1000,-171.37333333333325
34,781.0,-109.35999999999999
35,764.0,-120.17000000000003
36,539.0,-114.99666666666664
37,774.0,-114.99666666666671
38,750,-31.01999999999997
39,765.0,-93.50666666666666
40,619.0,-144.9533333333334
41,530.0,-219.27
42,761.0,-21.93333333333334
43,767.0,-142.65
44,567.0,-35.50000000000001
45,1000,8.806666666666668
46,1000,-139.3933333333333
47,754.0,-120.31000000000003
48,800,-70.27000000000001
49,770.0,-61.93333333333331
50,606.0,-21.940000000000012
51,750,-100.38666666666673
52,760.0,-215.80000000000004
53,786.0,-107.5933333333333
54,798.0,-132.31999999999994
55,606.0,-163.54666666666665
56,550.0,-167.28333333333333
57,577.0,-232.5066666666666
58,788.0,-156.84000000000006
59,561.0,-159.46333333333337
60,750,-74.06666666666666
61,791.0,-212.0933333333334
62,622.0,-113.16666666666669
63,755.0,-35.93
64,560.0,-35.52333333333333
65,750,-262.0899999999999
66,604.0,-77.45666666666662
67,565.0,-266.17
68,767.0,-68.26666666666668
69,750,-84.51666666666661
70,547.0,-77.35999999999997
71,769.0,-152.21666666666658
72,628.0,-69.06666666666668
73,810.0,-136.4133333333333
74,586.0,-151.79999999999995
75,797.0,-120.32666666666671
76,850.0,31.980000000000004
77,590.0,24.85333333333334
78,793.0,3.1633333333333358
79,611.0,-144.47000000000003
80,1000,-149.0633333333333
81,755.0,-101.20333333333333
82,820.0,-389.22
83,840.0,-155.74
84,609.0,-131.94666666666666
85,762.0,-92.15333333333332
86,585.0,-87.96333333333335
87,750,-49.69333333333335
88,627.0,-83.31333333333333
89,752.0,-97.59999999999998
90,750,-134.1099999999999
91,754.0,23.83999999999999
92,632.0,-130.4366666666666
93,750,-119.06999999999998
94,635.0,-162.61666666666662
95,793.0,14.46333333333334
96,757.0,-60.11333333333332
97,775.0,-102.68999999999997
98,605.0,-208.2566666666666
99,791.0,-89.53333333333336
100,611.0,-102.64666666666666
101,554.0,-98.77333333333333
102,600.0,-99.93666666666661
103,771.0,-27.77333333333334
104,690.0,-108.34333333333329
105,799.0,-4.9833333333333325
106,760.0,-8.99
107,628.0,-136.36999999999998
108,776.0,-92.90333333333332
109,798.0,-142.57333333333335
110,561.0,-108.04666666666662
111,779.0,-146.05000000000004
112,608.0,-66.80666666666667
113,778.0,-114.23333333333332
114,800,-312.3466666666665
115,778.0,-70.16666666666667
116,751.0,-63.08
117,773.0,29.116666666666696
118,794.0,-184.84333333333348
119,756.0,-17.11666666666667
120,560.0,-75.12
121,788.0,-69.59333333333332
122,605.0,-131.24
123,787.0,-168.69333333333338
124,840.0,-78.93666666666667
125,767.0,-217.73333333333335
126,761.0,-148.66666666666663
127,773.0,-7.27666666666667
128,1000,-45.57666666666667
129,755.0,-51.61999999999999
130,766.0,-187.38666666666666
131,537.0,-114.02666666666666
132,850.0,-147.51
133,639.0,-78.02333333333333
134,555.0,-35.55000000000001
135,759.0,-76.12999999999998
136,1000,-46.796666666666646
137,572.0,-118.13000000000004
138,580.0,-10.136666666666665
139,628.0,-120.99666666666661
140,614.0,-110.56000000000002
141,830.0,-89.29333333333334
142,750,-253.2066666666666
143,755.0,10.369999999999997
144,761.0,-160.60999999999999
145,615.0,-142.4733333333333
146,756.0,-100.19666666666673
147,765.0,-248.52999999999997
148,574.0,-251.5400000000001
149,565.0,-180.50666666666658
150,775.0,-122.6933333333333
151,599.0,-121.68333333333332
152,781.0,2.209999999999998
153,792.0,-25.900000000000013
154,779.0,-172.3266666666667
155,559.0,-115.60666666666668
156,1000,-125.51999999999997
157,690.0,-68.13
158,770.0,-80.48666666666666
159,540.0,-161.77999999999997
160,640.0,-56.33
161,797.0,-7.836666666666664
162,565.0,-77.32666666666668
163,830.0,-82.7333333333333
164,549.0,-16.710000000000008
165,796.0,-104.32999999999994
166,756.0,-54.353333333333346
167,760.0,-63.35000000000003
168,637.0,-195.16333333333336
169,762.0,-134.17333333333335
170,750,-27.936666666666678
171,619.0,-68.17333333333336
172,611.0,-41.76333333333333
173,579.0,-144.50666666666675
174,758.0,-311.1900000000001
175,750,-153.18666666666664
176,586.0,-146.27666666666667
177,576.0,-82.64999999999998
178,594.0,-194.1633333333333
179,757.0,-111.42333333333335
180,621.0,-152.94
181,785.0,40.21666666666666
182,759.0,-93.5366666666666
183,769.0,-108.91000000000007
184,761.0,-70.95333333333333
185,754.0,-119.30999999999996
186,777.0,-95.20999999999995
187,623.0,-65.08666666666667
188,533.0,-186.45333333333332
189,796.0,-167.9033333333333
